upm,viv_sel,hogar,n_ren,p3_1,p3_2,p3_3,niv,gra,p3_5,p3_6,p3_7,p3_8a,p3_8b,p3_9,p3_10_1,p3_10_2,p3_10_3,p3_10_4,p3_10_5,p3_11,p3_12,p4_1,p4_2,p4_3,p4_4_1,p4_4_2,p4_4_3,p4_4_4,p4_4_5,p4_4_6,p4_4_7,p4_5,p4_6_1,p4_6_2,p4_6_3,p4_6_4,p4_6_5,p4_6_6,p4_7,p4_8_1,p4_8_2,p4_8_3,p4_8_4,p4_9_1,p4_9_2,p4_9_3,p5_1_1,p5_1_2,p5_1_3,p5_1_4,p5_1_5,p5_1_6,p5_2_1,p5_2_2,p5_2_3,p5_2_4,p5_2_5,p5_2_6,p5_2_7,p5_2_8,p5_2_9,p5_3,p5_4,p5_5,p5_6,p5_7,p5_8,p5_9_1,p5_10_1,p5_11_1,p5_12_1,p5_13_1,p5_9_2,p5_10_2,p5_11_2,p5_12_2,p5_13_2,p5_9_3,p5_10_3,p5_11_3,p5_12_3,p5_13_3,p5_9_4,p5_10_4,p5_11_4,p5_12_4,p5_13_4,p5_9_5,p5_10_5,p5_11_5,p5_12_5,p5_13_5,p5_9_6,p5_10_6,p5_11_6,p5_13_6,p5_9_7,p5_10_7,p5_11_7,p5_13_7,p5_9_8,p5_10_8,p5_11_8,p5_13_8,p5_14_1,p5_14_2,p5_14_3,p5_14_4,p5_14_5,p5_14_6,p5_14_7,p5_14_8,p5_14_9,p5_15,p5_16,p5_17,p5_18,p5_19,p5_20,p5_21,p5_22_1,p5_22_2,p5_22_3,p5_22_4,p5_22_5,p5_23,p5_24,p5_25_1,p5_25_2,p5_25_3,p5_25_4,p5_25_5,p5_26,p5_27,p5_28,p5_29,p5_30,p6_1_1,p6_1_2,p6_1_3,p6_1_4,p6_1_5,p6_2_1,p6_2_2,p6_2_3,p6_2_4,p6_2_5,p6_2_6,p6_2_7,p6_2_8,p6_2_9,p6_3,p6_4,p6_5,p6_6,p6_7,p6_8_1,p6_9_1,p6_10_1,p6_10a_1,p6_8_2,p6_9_2,p6_10_2,p6_10a_2,p6_8_3,p6_9_3,p6_10_3,p6_10a_3,p6_8_4,p6_9_4,p6_10_4,p6_10a_4,p6_8_5,p6_9_5,p6_10_5,p6_10a_5,p6_8_6,p6_9_6,p6_10_6,p6_10a_6,p6_8_7,p6_9_7,p6_10_7,p6_10a_7,p6_8_8,p6_11_1,p6_11_2,p6_11_3,p6_12_1,p6_12_2,p6_12_3,p6_12_4,p6_12_5,p6_12_6,p6_12_7,p6_12_8,p6_12_9,p6_13,p6_14,p6_15,p6_16,p6_17_1,p6_17_2,p6_17_3,p6_17_4,p6_17_5,p6_18,p6_19_1,p6_19_2,p6_19_3,p6_19_4,p6_19_5,p6_19_6,p6_19_9,edad,sexo,region,tloc,est_dis,upm_dis,fac_per
703408,5,1,2,2,1,2,3,3,1,,2,1500,2,1,1,2,2,2,2,1,1,2,,,2,2,2,1,2,2,2,1,,,,,,,2,1,2,2,3,1,1,1,2,2,1,2,2,1,1,0,0,0,0,0,0,0,0,1,1,,,,,1,1,1,1,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,0,1,1,2,,,,,,2,,,,,,,,,3,2,,2,2,2,2,2,,,,,,,,,,1,,,,,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,9,2,2,,,,,,,,,,1,,2,2,,,,,,1,1,0,0,0,0,0,0,36,2,6,2,35,397,8673
703408,6,1,3,3,5,2,6,3,1,,2,1700,2,1,1,2,2,2,2,1,1,1,2,3,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,3,1,1,1,1,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,2,1,,,,,1,1,1,1,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,2,,,0,5,,2,,,,,,2,,,,,,,,,6,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,21,1,6,2,35,397,27494
703408,7,1,1,1,5,4,8,4,1,,2,6000,3,1,1,2,2,2,2,2,1,1,3,5,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,3,1,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,1,1,,,,,1,1,2,2,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,,,,2,,,,,,1,2,2,2,2,1,2,2,,,1,9,2,2,1,2,2,1,0,0,0,0,0,0,0,0,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,43,1,6,2,35,397,10734
703408,8,1,1,1,6,3,3,3,1,,4,350,1,2,2,2,1,2,2,6,1,2,,,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,3,2,1,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,1,,,,2,,,,,2,,,,,1,1,3,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,7,,,,,,,,2,,,,,,,,,4,2,,2,2,2,1,2,0,0,0,1,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,46,2,6,2,35,397,3587
703408,9,1,2,2,5,0,2,6,8,4,,,,,,,,,,,2,2,,,2,2,2,1,2,2,2,1,,,,,,,2,1,1,1,1,9,2,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,0,0,0,1,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,49,2,6,2,35,397,10762
703408,11,1,1,1,6,0,5,4,6,4,,,,,,,,,,,1,1,3,5,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,2,,,,,1,1,3,1,2,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,4,,,2,,,,,,2,,,,,,,,,9,1,9,2,2,2,2,2,,,,,,,,,,1,,,,,2,,,,1,1,2,,2,,,,2,,,,2,,,,2,,,,2,,,,2,1,1,1,,,,,,,,,,4,,4,2,,,,,,2,,,,,,,,56,2,6,2,35,397,4251
703408,12,1,1,1,5,3,8,5,1,,2,4200,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,3,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,34,1,6,2,35,397,9752
703408,13,1,1,1,5,1,8,5,1,,2,600,1,1,2,2,1,2,2,6,1,2,,,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,1,2,1,2,1,0,0,0,0,0,0,0,0,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,52,1,6,2,35,397,8053
703408,14,1,2,2,1,3,2,6,1,,2,99888,,,,,,,,6,1,2,,,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,3,2,1,1,1,2,2,2,2,2,2,,,,,,,,,,1,2,1,,,,2,,,,,2,,,,,1,1,6,2,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,6,2,,2,2,1,1,2,1,0,0,0,0,0,0,0,0,1,,,,,2,,,,2,,,,2,,,,1,1,2,,2,,,,2,,,,2,,,,2,1,2,1,1,1,0,0,0,0,0,0,0,,,,2,,,,,,2,,,,,,,,29,2,6,2,35,397,10846
703408,15,1,3,1,1,2,2,2,1,,3,2800,3,2,2,2,1,2,2,6,1,2,,,2,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,3,2,2,1,1,2,2,2,1,1,2,0,0,1,0,0,0,0,0,0,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,1,1,2,0,0,1,0,0,0,0,0,0,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,38,1,6,2,35,397,9752
703408,16,1,1,1,1,0,2,6,1,,4,1200,1,2,2,2,1,2,2,6,1,2,,,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,2,3,1,1,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,1,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,2,2,2,,,,,,,,,,1,,,,,2,,,,1,1,2,,2,,,,1,1,2,,2,,,,2,,,,2,,,,2,2,1,1,0,0,0,0,0,1,0,0,0,1,,2,2,,,,,,2,,,,,,,,65,1,6,2,35,397,11219
703408,17,1,1,1,2,0,2,6,1,,2,400,1,1,2,2,1,2,2,6,1,1,3,3,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,55,2,6,2,35,397,4251
703408,18,1,1,1,3,0,8,4,1,,2,7600,2,1,1,2,2,2,2,2,1,2,,,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,2,1,,,,,1,1,11,1,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,1,,,2,,,,,,1,1,1,1,1,1,2,10,,,2,,2,1,2,2,2,1,0,0,0,0,0,0,0,0,1,,,,,1,1,2,,1,1,2,,1,1,2,,1,2,2,,2,,,,2,,,,2,,,,2,2,1,1,0,0,0,0,1,0,0,0,0,3,,2,2,,,,,,2,,,,,,,,49,2,6,2,35,397,3587
703408,19,1,1,1,5,1,8,5,1,,4,8000,3,2,2,2,1,2,2,1,1,1,1,3,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,1,1,5,1,2,,,,0,0,0,1,0,0,0,0,0,,,,,,,1,1,2,1,2,1,2,,,,,,,,,2,1,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,46,1,6,2,35,397,10734
703408,20,1,2,2,5,6,8,4,1,,2,9114,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,3,1,1,1,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,1,1,10,1,2,2,,,,,2,,,,,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,1,2,,0,1,5,2,,,,,,2,,,,,,,,,1,2,,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,2,2,,2,1,1,1,0,0,0,1,0,0,0,0,0,,,,1,2,2,2,1,2,2,,,,,,,,46,2,6,2,35,397,14350
703614,1,1,3,5,2,0,2,6,1,,4,600,1,2,2,2,1,2,2,6,2,2,,,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,1,1,1,1,9,2,1,2,2,1,1,0,0,0,0,1,0,0,0,0,2,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,1,2,2,1,0,0,0,0,0,0,0,0,1,,,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,,,,1,3,2,,2,1,1,1,0,0,1,0,0,0,0,0,0,,,,1,1,1,2,2,2,2,,,,,,,,40,2,6,3,35,398,8871
703614,2,1,2,2,5,0,2,6,7,,,,,,,,,,,,2,2,,,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,8,8,8,8,9,1,9,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,2,,,,,2,,,,,1,1,99,2,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,58,2,6,3,35,398,10512
703614,3,1,1,1,1,4,0,0,1,,3,550,1,2,2,2,1,2,2,6,1,2,,,2,1,1,1,2,1,2,1,,,,,,,2,1,1,2,1,1,1,1,2,2,2,2,1,1,0,0,0,1,0,0,0,0,0,1,1,,,,,2,,,,,2,,,,,2,,,,,1,1,1,1,1,2,,,,,2,,,,2,,,,2,,,,0,0,0,0,0,1,0,0,0,,,,0,1,5,1,1,2,2,2,2,2,,,,,,,,,6,2,,2,2,1,2,2,0,0,0,1,0,0,0,0,0,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,39,1,6,3,35,398,8038
703614,4,1,2,2,1,3,6,1,5,1,4,400,3,2,2,2,1,2,2,6,1,2,,,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,3,1,1,2,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,35,2,6,3,35,398,7148
703614,5,1,4,3,1,1,6,3,5,4,,,,,,,,,,,1,1,3,3,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,0,0,0,0,1,0,0,0,0,1,2,1,,,,2,,,,,2,,,,,1,1,88,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,1,3,,,,,,,2,,,,,,,,,6,2,,2,2,2,1,2,0,0,0,1,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,23,2,6,3,35,398,17878
703614,6,1,2,2,5,0,3,3,5,4,,,,,,,,,,,2,2,,,2,2,1,1,2,2,2,1,,,,,,,2,1,2,2,3,1,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,1,,,,2,,,,,2,,,,,1,1,10,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,2,,2,1,2,2,2,0,0,0,1,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,39,2,6,3,35,398,7148
703614,7,1,1,1,5,4,2,1,1,,4,480,1,2,2,2,1,2,2,6,1,2,,,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,3,2,1,1,1,2,1,2,2,2,2,0,0,0,0,0,0,1,0,0,2,2,1,,,,2,,,,,2,,,,,1,1,13,2,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,2,,2,2,1,2,2,0,0,0,0,0,0,1,0,0,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,59,1,6,3,35,398,13274
703614,8,1,1,1,4,2,0,0,5,4,,,,,,,,,,,2,2,,,1,2,1,1,2,2,2,1,,,,,,,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,0,1,0,0,0,0,0,1,2,1,,,,2,,,,,2,,,,,1,1,15,2,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,2,2,2,,,,,,,,,,1,,,,,2,,,,1,1,2,,2,,,,2,,,,2,,,,2,,,,2,,,,2,1,1,2,,,,,,,,,,88,,4,2,,,,,,2,,,,,,,,66,2,6,3,35,398,6660
703614,9,1,1,1,5,3,3,3,1,,3,900,1,2,2,2,1,2,2,6,2,2,,,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,1,1,2,1,0,0,0,1,0,0,0,0,1,,,,,2,,,,1,1,1,2,2,,,,2,,,,2,,,,2,,,,2,,,,2,1,1,2,,,,,,,,,,88,,4,2,,,,,,2,,,,,,,,45,1,6,3,35,398,13271
703614,10,1,2,3,4,0,2,3,5,3,1,,,,,,,,,,2,2,,,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,3,2,2,1,1,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,2,,,,,2,,,,,2,,,,,1,1,1,1,1,2,,,,,2,,,,2,,,,2,,,,0,0,0,0,0,1,0,0,0,,,,0,1,5,2,,,,,,,,,,,,,,,,1,9,2,2,2,1,2,0,0,0,1,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,56,2,6,3,35,398,3504
703614,11,1,1,1,5,2,2,6,1,,3,600,1,2,2,2,1,2,2,6,2,1,3,3,2,1,2,2,2,2,2,1,,,,,,,2,1,1,2,1,1,1,1,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,2,2,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,46,1,6,3,35,398,13271
703614,11,2,1,1,1,3,2,6,1,,2,950,1,1,2,2,1,2,2,6,2,2,,,2,2,2,1,2,2,2,1,,,,,,,2,2,1,2,1,1,1,2,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,24,1,6,3,35,398,11331
703614,11,3,1,1,2,2,3,3,1,,2,950,1,1,2,2,1,2,2,6,2,2,,,2,1,2,1,2,2,2,1,,,,,,,2,1,1,3,2,1,1,1,2,2,2,2,2,1,1,0,0,1,1,0,0,0,0,2,2,1,,,,2,,,,,2,,,,,1,1,6,2,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2,2,2,2,2,,,,,,,,,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,25,2,6,3,35,398,4470
703614,12,1,3,3,5,2,6,3,1,,3,900,1,2,2,2,1,2,2,6,1,2,,,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,9,1,1,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,2,1,,,,,2,,,,,2,,,,,2,,,,,1,1,1,2,1,2,,,,,2,,,,2,,,,2,,,,0,0,0,0,0,0,1,0,0,,,,,,,2,,,,,,2,,,,,,,,,8,2,,2,2,2,1,2,0,0,0,0,0,0,1,0,0,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,29,1,6,3,35,398,28326
703614,13,1,1,1,1,1,3,3,1,,4,7000,3,2,2,2,1,2,2,6,2,1,3,4,2,1,1,2,2,1,2,1,,,,,,,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,0,0,0,0,0,1,0,0,1,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,50,1,6,3,35,398,6637
703614,14,1,1,1,5,1,6,3,1,,3,550,1,2,2,2,1,2,2,6,1,1,2,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,3,2,1,9,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,2,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,1,0,0,0,0,0,1,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,45,1,6,3,35,398,13271
703614,16,1,2,3,6,2,8,5,1,,2,4500,2,2,2,1,2,2,2,2,1,2,,,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,0,0,1,0,0,0,0,0,0,1,1,,,,,1,1,5,1,2,2,,,,,2,,,,,1,1,6,1,1,2,,,,,2,,,,2,,,,2,,,,1,0,0,0,0,0,0,0,0,1,2,,88,,,2,,,,,,2,,,,,,,,,4,2,,2,2,1,1,2,0,0,0,0,0,0,0,1,0,1,,,,,1,1,1,1,1,1,1,1,2,,,,2,,,,2,,,,2,,,,2,,,,2,1,2,2,,,,,,,,,,88,,3,2,,,,,,1,0,1,0,0,0,0,0,37,1,6,3,35,398,12057
703614,17,1,4,3,1,3,8,4,1,,2,3500,3,2,2,1,2,2,2,1,1,2,,,2,2,2,1,2,2,2,1,,,,,,,2,1,1,2,1,1,1,1,2,1,2,2,2,2,0,1,0,0,0,0,0,0,0,2,1,,,,,2,,,,,2,,,,,2,,,,,1,1,7,2,1,2,,,,,2,,,,2,,,,2,,,,0,0,0,0,0,0,1,0,0,,,,,,,2,,,,,,2,,,,,,,,,3,2,,1,2,2,1,2,0,0,0,0,0,0,1,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,31,2,6,3,35,398,10722
703614,18,1,2,2,5,2,3,3,5,1,4,400,1,2,2,2,1,2,2,6,2,2,,,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,9,1,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,2,2,1,,,,2,,,,,2,,,,,1,1,4,2,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,1,2,0,0,1,0,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,48,2,6,3,35,398,5914
703614,20,1,1,1,4,4,2,4,1,,4,200,1,2,2,2,1,2,2,6,1,2,,,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,1,2,1,,,,2,,,,,2,,,,,1,1,18,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,3,,,,,,,,2,,,,,,,,,6,2,,2,2,1,2,2,0,0,0,1,0,0,0,0,0,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,50,2,6,3,35,398,7008
703743,1,1,6,3,6,0,2,3,1,,4,400,1,2,2,2,1,2,2,6,2,2,,,1,2,2,1,2,2,2,1,,,,,,,2,3,1,2,2,1,1,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,43,2,6,3,34,399,13127
703743,2,1,2,2,1,0,2,4,5,4,,,,,,,,,,,2,2,,,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,3,9,9,2,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,2,,,,,2,,,,,1,1,15,2,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,1,1,2,0,0,0,1,0,0,0,0,0,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,38,2,6,3,34,399,6347
703743,3,1,1,1,5,5,0,0,1,,4,0,,,,,,,,6,2,2,,,2,2,1,2,2,2,2,1,,,,,,,2,1,1,2,9,9,9,9,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,34,1,6,3,34,399,7137
703743,6,1,2,2,5,0,0,0,5,4,,,,,,,,,,,2,2,,,2,2,2,1,2,1,2,1,,,,,,,2,1,1,2,9,9,9,9,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,2,,,,,2,,,,,1,1,99,1,2,2,,,,,2,,,,,2,,,,2,,,,2,,,,,,,,,,,,,,,,0,7,,,,,,,,,,,,,,,,,,2,,2,2,2,2,2,,,,,,,,,,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,55,2,6,3,34,399,9334
